[0.000000] (-) TimerEvent: {}
[0.000614] (-) JobUnselected: {'identifier': 'd435i_xarm_setup'}
[0.000704] (-) JobUnselected: {'identifier': 'mbot_demo'}
[0.000746] (-) JobUnselected: {'identifier': 'my_robot_conroller'}
[0.000771] (-) JobUnselected: {'identifier': 'mycobot_bringup'}
[0.000919] (-) JobUnselected: {'identifier': 'mycobot_description'}
[0.000956] (-) JobUnselected: {'identifier': 'mycobot_interfaces'}
[0.000969] (-) JobUnselected: {'identifier': 'mycobot_moveit_config'}
[0.000979] (-) JobUnselected: {'identifier': 'mycobot_moveit_demos'}
[0.000987] (-) JobUnselected: {'identifier': 'mycobot_mtc_demos'}
[0.000995] (-) JobUnselected: {'identifier': 'mycobot_mtc_pick_place_demo'}
[0.001004] (-) JobUnselected: {'identifier': 'mycobot_ros2'}
[0.001012] (-) JobUnselected: {'identifier': 'mycobot_system_tests'}
[0.001021] (-) JobUnselected: {'identifier': 'realsense_gazebo_plugin'}
[0.001030] (-) JobUnselected: {'identifier': 'uf_ros_lib'}
[0.001038] (-) JobUnselected: {'identifier': 'xarm_api'}
[0.001046] (-) JobUnselected: {'identifier': 'xarm_controller'}
[0.001055] (-) JobUnselected: {'identifier': 'xarm_description'}
[0.001063] (-) JobUnselected: {'identifier': 'xarm_gazebo'}
[0.001071] (-) JobUnselected: {'identifier': 'xarm_moveit_config'}
[0.001468] (-) JobUnselected: {'identifier': 'xarm_moveit_servo'}
[0.001513] (-) JobUnselected: {'identifier': 'xarm_msgs'}
[0.001524] (-) JobUnselected: {'identifier': 'xarm_planner'}
[0.001533] (-) JobUnselected: {'identifier': 'xarm_sdk'}
[0.001543] (mycobot_gazebo) JobQueued: {'identifier': 'mycobot_gazebo', 'dependencies': OrderedDict()}
[0.137986] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01\n'}
[0.138024] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/materials\n'}
[0.138061] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/materials/.DS_Store\n'}
[0.138208] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures\n'}
[0.138255] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures/aws_robomaker_warehouse_PalletJackB_02.png\n'}
[0.138293] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures/aws_robomaker_warehouse_PalletJackB_01.png\n'}
[0.138329] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/model.config\n'}
[0.138364] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/model.sdf\n'}
[0.138398] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/.DS_Store\n'}
[0.138433] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/meshes\n'}
[0.138467] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/meshes/aws_robomaker_warehouse_PalletJackB_01_visual.DAE\n'}
[0.138502] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_warehouse_PalletJackB_01/meshes/aws_robomaker_warehouse_PalletJackB_01_collision.DAE\n'}
[0.138536] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01\n'}
[0.138570] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/materials\n'}
[0.138605] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/materials/textures\n'}
[0.138639] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/materials/textures/aws_AirconditionerA_01.png\n'}
[0.138673] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/model.config\n'}
[0.138712] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/model.sdf\n'}
[0.138747] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/meshes\n'}
[0.138781] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/meshes/aws_AirconditionerA_01_visual.DAE\n'}
[0.138839] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_AirconditionerA_01/meshes/aws_AirconditionerA_01_collision.DAE\n'}
[0.138876] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01\n'}
[0.138923] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/materials\n'}
[0.138960] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/materials/textures\n'}
[0.138995] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/materials/textures/aws_KitchenCabinet_01.png\n'}
[0.139030] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/model.config\n'}
[0.139065] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/model.sdf\n'}
[0.139099] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/meshes\n'}
[0.139145] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/meshes/aws_KitchenCabinet_01_collision.DAE\n'}
[0.139181] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_KitchenCabinet_01/meshes/aws_KitchenCabinet_01_visual.DAE\n'}
[0.139216] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01\n'}
[0.139250] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/materials\n'}
[0.139284] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/materials/textures\n'}
[0.139317] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/materials/textures/aws_Ball_01.png\n'}
[0.139351] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/model.config\n'}
[0.139384] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/model.sdf\n'}
[0.139418] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/meshes\n'}
[0.139451] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/meshes/aws_Ball_01_collision.DAE\n'}
[0.139484] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_Ball_01/meshes/aws_Ball_01_visual.DAE\n'}
[0.139519] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01\n'}
[0.139553] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/materials\n'}
[0.139587] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/materials/textures\n'}
[0.139639] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/materials/textures/aws_DeskPortraitD_01.png\n'}
[0.139675] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/materials/textures/DeskPortraitD_01.jpg\n'}
[0.139718] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/materials/textures/aws_DeskPortraitD_02.png\n'}
[0.139753] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/model.config\n'}
[0.139788] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/model.sdf\n'}
[0.139822] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/meshes\n'}
[0.139887] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/meshes/aws_DeskPortraitD_01_collision.DAE\n'}
[0.139925] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_01/meshes/aws_DeskPortraitD_01_visual.DAE\n'}
[0.139961] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/brown_table\n'}
[0.139997] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/brown_table/model.config\n'}
[0.140032] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/brown_table/model.sdf\n'}
[0.140066] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01\n'}
[0.140101] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/materials\n'}
[0.140153] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/materials/textures\n'}
[0.140190] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/materials/textures/aws_PortraitB_01.png\n'}
[0.140225] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/materials/textures/aws_PortraitB_02.png\n'}
[0.140259] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/materials/textures/PortraitB_01.jpg\n'}
[0.140293] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/model.config\n'}
[0.140327] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/model.sdf\n'}
[0.140361] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/meshes\n'}
[0.140395] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/meshes/aws_PortraitB_01_collision.DAE\n'}
[0.140449] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitB_01/meshes/aws_PortraitB_01_visual.DAE\n'}
[0.140484] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03\n'}
[0.140519] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/materials\n'}
[0.140552] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures\n'}
[0.140587] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures/DeskPortraitD_03.jpg\n'}
[0.140621] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures/aws_DeskPortraitD_01.png\n'}
[0.140655] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures/aws_DeskPortraitD_02.png\n'}
[0.140692] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/model.config\n'}
[0.140729] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/model.sdf\n'}
[0.140763] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/meshes\n'}
[0.140798] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/meshes/aws_DeskPortraitD_01_collision.DAE\n'}
[0.140831] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_DeskPortraitD_03/meshes/aws_DeskPortraitD_01_visual.DAE\n'}
[0.140907] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01\n'}
[0.140947] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/materials\n'}
[0.140983] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/materials/textures\n'}
[0.141018] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/materials/textures/PortraitE_01.jpg\n'}
[0.141054] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/materials/textures/aws_PortraitE_02.png\n'}
[0.141095] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/materials/textures/aws_PortraitE_01.png\n'}
[0.141129] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/model.config\n'}
[0.141173] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/model.sdf\n'}
[0.141210] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/meshes\n'}
[0.141245] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/meshes/aws_PortraitE_01_visual.DAE\n'}
[0.141280] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_PortraitE_01/meshes/aws_PortraitE_01_collision.DAE\n'}
[0.141314] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01\n'}
[0.141347] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/materials\n'}
[0.141382] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/materials/textures\n'}
[0.141417] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/materials/textures/aws_HouseWallB_01.png\n'}
[0.141460] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/model.config\n'}
[0.141502] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/model.sdf\n'}
[0.141534] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/meshes\n'}
[0.141561] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/meshes/aws_HouseWallB_01_collision.DAE\n'}
[0.141590] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_HouseWallB_01/meshes/aws_HouseWallB_01_visual.DAE\n'}
[0.141617] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01\n'}
[0.141644] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/materials\n'}
[0.141671] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/materials/textures\n'}
[0.141704] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/materials/textures/aws_FoldingDoor_01.png\n'}
[0.141731] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/model.config\n'}
[0.141758] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/model.sdf\n'}
[0.141785] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/meshes\n'}
[0.141812] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/meshes/aws_FoldingDoor_01_visual.DAE\n'}
[0.141912] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_FoldingDoor_01/meshes/aws_FoldingDoor_01_collision.DAE\n'}
[0.141943] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01\n'}
[0.141971] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/materials\n'}
[0.142004] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/materials/textures\n'}
[0.142030] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/materials/textures/aws_SofaB_01.png\n'}
[0.142058] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/model.config\n'}
[0.142085] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/model.sdf\n'}
[0.142111] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/meshes\n'}
[0.142137] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/meshes/aws_SofaB_01_collision.DAE\n'}
[0.142165] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_SofaB_01/meshes/aws_SofaB_01_visual.DAE\n'}
[0.142191] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_TV_01\n'}
[0.142219] (mycobot_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/alberto/ros2_ws/install/mycobot_gazebo/share/mycobot_gazebo/models/aws_robomaker_residential_TV_01/materials\n'}
